Order_ID,Custome_id,Product_id,Region,Discount_Pct,Sales,Profit,Order_date,Quantity,Product_Price
O25-002153,CUST00578,P0020,East,0.12,1029.69,60.31,03-09-2025,5,234.02
O25-000599,CUST00022,P0004,West,0.01,2763.41,499.66,07-12-2025,3,930.44
O25-001481,CUST00886,P0041,North,0.27,119.54,15.2,09-07-2025,5,32.75
O25-007960,CUST01406,P0044,North,0.12,13.68,2.07,05-07-2025,1,15.55
O25-009370,CUST01107,P0026,North,0.33,1183.89,48.43,23-04-2025,4,441.75
O25-001241,CUST00250,P0045,South,0.4,9.47,-0.03,07-03-2025,6,2.63
O25-000416,CUST00542,P0006,East,0.12,1018.78,237.3,05-06-2025,3,385.9
O25-000317,CUST00700,P0035,East,0.04,7.85,1.28,02-08-2025,2,4.09
O25-005140,CUST01124,P0029,West,0.24,637.05,3.04,31-07-2025,3,279.41
O25-005474,CUST00977,P0029,East,0.28,200.25,8.34,13-04-2025,1,278.13
O25-000891,CUST00907,P0031,North,0.04,1824.55,174.04,11-01-2025,7,271.5104167
O25-000579,CUST00972,P0043,North,0.09,205.3,28.8,15-05-2025,6,37.6
O25-005327,CUST00279,P0013,North,0.18,97.51,16.18,10-07-2025,6,19.82
O25-006134,CUST01268,P0023,North,0.36,167.24,-4.86,15-04-2025,1,261.31
O25-007841,CUST01132,P0037,West,0.07,36.88,4.41,25-09-2025,3,13.22
O25-000526,CUST00802,P0020,South,0.27,1700.12,-51.61,02-02-2025,9,258.77
O25-004127,CUST00412,P0007,East,0.13,183.88,37.04,15-01-2025,1,211.36
O25-000314,CUST00205,P0027,East,0.1,91.34,10.14,10-11-2025,1,101.49
O25-005135,CUST00035,P0014,West,0.19,98.8,19.52,02-04-2025,3,40.66
O25-005642,CUST00241,P0005,West,0.12,3094.5,595.63,11-03-2025,8,439.56
O25-006684,CUST00269,P0013,North,0.14,71.93,13.08,31-07-2025,4,20.91
O25-004255,CUST00720,P0019,South,0.4,242,-11.49,18-03-2025,1,403.3333333
O25-009699,CUST01192,P0033,South,0.19,21.89,1.62,07-04-2025,2,13.51
O25-003252,CUST00121,P0003,North,0.2,3394.66,510.46,09-08-2025,3,1414.44
O25-009279,CUST01440,P0005,North,0,420.78,93.41,31-03-2025,1,447.64
O25-006682,CUST01208,P0011,East,0.08,77.45,18.61,23-11-2025,1,84.19
O25-007777,CUST00594,P0001,South,0.12,1047.63,185,31-03-2025,1,1190.49
O25-001875,CUST00859,P0023,West,0.22,879.09,23.07,16-07-2025,4,281.76
O25-008585,CUST00721,P0048,South,0.17,1.78,0.14,22-06-2025,1,2.15
O25-000037,CUST00803,P0014,North,0.27,30.78,4.62,28-11-2025,1,42.17
O25-002697,CUST00992,P0028,West,0.31,957.33,-15.54,24-12-2025,4,346.86
O25-007660,CUST00663,P0006,West,0.05,374.18,74.86,09-01-2025,1,393.87
O25-008535,CUST01057,P0016,South,0.37,79.58,2.45,17-08-2025,2,63.16
O25-008845,CUST00989,P0023,East,0.14,1131.97,50.06,15-03-2025,5,263.25
O25-003416,CUST00565,P0047,South,0.21,14.76,0.33,05-11-2025,2,9.34
O25-000062,CUST00475,P0003,North,0.02,5863.1,1120.08,19-12-2025,4,1495.69
O25-008001,CUST00328,P0007,North,0.01,208.01,47.04,28-08-2025,1,210.1111111
O25-004141,CUST00264,P0010,East,0.14,245.1,52.59,27-07-2025,3,95
O25-006532,CUST01441,P0047,West,0.37,31.12,0.27,10-10-2025,5,9.88
O25-006460,CUST00195,P0014,East,0,55.9,9.02,08-07-2025,2,36.3
O25-005547,CUST01051,P0045,East,0.06,23.26,4.28,24-06-2025,9,2.75
O25-002522,CUST01388,P0035,East,0.13,10.36,1.26,08-05-2025,3,3.97
O25-009461,CUST00509,P0048,East,0.18,3.41,0.48,22-02-2025,2,2.08
O25-005988,CUST00684,P0007,North,0.03,1475.06,426.48,26-09-2025,7,217.24
O25-000744,CUST00317,P0023,East,0.15,228.49,9.27,28-09-2025,1,268.81
O25-008870,CUST01434,P0041,North,0.19,208.79,29.03,15-10-2025,8,32.22
O25-009648,CUST01407,P0031,East,0.06,1547.33,153.8,12-08-2025,6,274.35
O25-005720,CUST00255,P0012,South,0.21,15.6,2.24,24-05-2025,1,19.75
O25-000802,CUST00627,P0036,North,0.33,25.35,1.85,18-07-2025,2,18.92
O25-008435,CUST00935,P0032,North,0.15,1410.66,63.88,03-05-2025,4,414.9
O25-007486,CUST00573,P0007,West,0.19,705.61,101.61,08-06-2025,4,217.78
O25-007653,CUST00509,P0010,North,0.08,165.64,36.18,13-02-2025,2,90.02
O25-001774,CUST00309,P0001,South,0.14,16462.33,2586.38,23-04-2025,16,1196.39
O25-009951,CUST00126,P0016,South,0.37,298.29,19.54,15-01-2025,7,67.64
O25-004761,CUST00502,P0004,East,0.09,2475.89,564.02,02-08-2025,3,906.92
O25-008284,CUST01210,P0044,South,0.17,12.95,0.97,04-02-2025,1,15.6
O25-007561,CUST01397,P0019,West,0.26,291.74,-6.68,19-11-2025,1,394.25
O25-001644,CUST00276,P0019,East,0.18,670.6,35.46,07-12-2025,2,408.9
O25-004875,CUST00288,P0032,West,0.08,1514.25,100.58,07-12-2025,4,411.48
O25-009902,CUST01403,P0033,North,0.06,12.3,1.84,24-03-2025,1,13.09
O25-002602,CUST00792,P0009,North,0.11,63.01,14.5,09-05-2025,3,23.6
O25-006016,CUST01460,P0036,South,0.39,37.09,1.07,06-08-2025,3,20.27
O25-005729,CUST00923,P0015,North,0.13,144.05,22.96,01-09-2025,3,55.19
O25-000423,CUST00725,P0013,West,0.04,37.48,7.9,12-02-2025,2,19.52
O25-006291,CUST01179,P0020,West,0.03,226.93,7.79,14-11-2025,1,233.95
O25-000838,CUST01117,P0005,West,0.19,2095.1,263.7,16-12-2025,6,431.09
O25-004912,CUST00899,P0013,South,0.4,24.95,2.1,11-12-2025,2,20.79
O25-001127,CUST00579,P0002,North,0.18,442.59,74.45,20-10-2025,1,539.74
O25-003295,CUST01256,P0027,North,0.08,594.67,50.37,24-06-2025,6,107.7300725
O25-001947,CUST01172,P0027,North,0.16,90.1,6.07,17-03-2025,1,107.26
O25-001342,CUST00421,P0023,South,0.23,626.75,-33.75,16-08-2025,3,271.32
O25-008022,CUST00239,P0008,North,0.1,1026.86,197.38,20-06-2025,2,570.48
O25-005111,CUST01150,P0026,East,0.05,2947.68,310.55,21-06-2025,7,443.26
O25-001672,CUST00324,P0004,North,0.14,771.09,148.39,06-04-2025,1,896.62
O25-005825,CUST01257,P0035,East,0.09,21.84,2.24,07-08-2025,6,4
O25-009400,CUST00205,P0031,North,0.12,900.87,85.49,27-09-2025,4,255.93
O25-009330,CUST01497,P0044,East,0.1,14.26,2.03,15-10-2025,1,15.84
O25-005563,CUST00862,P0012,West,0,225.1,32.25,08-03-2025,12,19.54
O25-003837,CUST00878,P0021,East,0.08,594.97,69.04,14-09-2025,3,215.57
O25-001074,CUST00477,P0009,East,0.08,21.55,4.53,18-09-2025,1,23.42
O25-003511,CUST01100,P0021,West,0.19,342.89,9.48,30-05-2025,2,211.66
O25-004473,CUST00588,P0015,West,0.15,95.39,14.31,24-03-2025,2,56.11
O25-004116,CUST01001,P0033,South,0.23,50.59,1.67,04-09-2025,5,13.14
O25-003700,CUST00259,P0021,East,0.08,603.58,58.25,22-12-2025,3,218.69
O25-007445,CUST00475,P0039,West,0.11,38.39,4.63,11-05-2025,3,14.38
O25-000502,CUST00133,P0013,North,0.14,17.37,3.99,17-08-2025,1,20.2
O25-008518,CUST00788,P0022,North,0.12,3986.32,397.02,31-07-2025,7,647.13
O25-006161,CUST00682,P0021,North,0.18,1283.58,58.92,02-12-2025,7,223.62
O25-002031,CUST01264,P0042,West,0.06,26.03,3.09,04-10-2025,1,27.69
O25-001178,CUST00399,P0041,East,0.15,57.65,6.23,03-12-2025,2,33.91
O25-003279,CUST00232,P0010,South,0.19,148.34,24.36,23-02-2025,2,91.57
O25-005819,CUST00645,P0047,East,0.33,13.39,0.46,18-09-2025,2,9.99
O25-006094,CUST00150,P0043,South,0.12,213.14,16.64,04-12-2025,7,34.6
O25-006685,CUST01421,P0022,North,0.12,1252.93,126.7,04-05-2025,2,711.89
O25-001320,CUST01407,P0011,North,0.08,304.67,69.2,16-06-2025,4,82.79
O25-003220,CUST00209,P0014,East,0.22,30.08,5.57,03-12-2025,1,38.57
O25-004893,CUST00503,P0034,North,0.06,37.22,4.81,12-09-2025,4,9.9
O25-008552,CUST00358,P0014,North,0.06,73.85,15.19,22-03-2025,2,39.28
O25-008582,CUST00523,P0030,West,0,820.4,70.85,30-06-2025,8,102.55
O25-009530,CUST01343,P0017,South,0.2,863.57,9.66,26-07-2025,6,179.91
O25-000713,CUST01358,P0017,North,0.23,273.43,19.7,01-11-2025,2,177.55
O25-001803,CUST01498,P0023,East,0.12,716.28,40.96,22-07-2025,3,271.32
O25-009712,CUST00563,P0044,South,0.21,11.9,0.37,09-03-2025,1,15.06
O25-008293,CUST00267,P0019,West,0.19,697.44,25.78,04-12-2025,2,430.52
O25-009981,CUST00347,P0043,South,0.1,65.95,7.24,28-06-2025,2,36.64
O25-001418,CUST00271,P0040,South,0.21,23.23,1.29,29-07-2025,2,14.70253165
O25-006480,CUST01036,P0005,West,0.34,2525.98,227.53,15-02-2025,9,425.25
O25-003860,CUST00753,P0030,West,0.27,73.93,-3.16,11-08-2025,1,101.28
O25-008069,CUST00536,P0015,East,0.17,45.95,9.35,23-12-2025,1,55.36144578
O25-007748,CUST00910,P0009,East,0.21,231.98,37.13,27-08-2025,12,24.47
O25-002672,CUST00318,P0047,East,0.12,34.18,5.73,30-09-2025,4,9.71
O25-003780,CUST00193,P0012,West,0.15,16.84,2.93,30-08-2025,1,19.81
O25-002773,CUST00794,P0004,East,0.06,4344.54,917.61,27-02-2025,5,924.37
O25-003333,CUST00374,P0045,South,0.13,11.79,0.77,09-07-2025,5,2.71
O25-006659,CUST00630,P0010,North,0.06,497.9,91.58,08-05-2025,6,88.28
O25-004951,CUST00253,P0004,West,0.15,5619.6,782.93,24-03-2025,7,944.47
O25-002629,CUST00467,P0011,East,0.21,69.35,11.47,06-08-2025,1,87.78
O25-002600,CUST01334,P0021,South,0.12,571.93,17.03,08-01-2025,3,216.64
O25-009511,CUST00858,P0046,South,0.21,6.97,0.43,13-09-2025,3,2.94
O25-008183,CUST00740,P0044,North,0.03,46.56,4.26,05-12-2025,3,16
O25-002374,CUST00054,P0011,North,0.16,73.3,13.18,27-06-2025,1,87.26
O25-002090,CUST01012,P0024,East,0.11,550.4,57.9,20-02-2025,1,618.43
O25-008031,CUST00510,P0047,South,0.09,35.31,4.1,11-03-2025,4,9.7
O25-000342,CUST00874,P0015,East,0.38,350.18,36.68,08-10-2025,10,56.48
O25-003552,CUST00540,P0035,North,0.2,16.16,1.76,19-09-2025,5,4.04
O25-004870,CUST01322,P0003,North,0.17,8279.95,1508.04,29-12-2025,7,1425.12
O25-003281,CUST00005,P0038,South,0.16,55.1,4.84,16-09-2025,5,13.12
O25-009058,CUST01089,P0006,East,0.13,3592.48,903.2,28-01-2025,11,375.39
O25-000268,CUST00624,P0024,East,0.39,401.89,-2.82,09-01-2025,1,658.84
O25-003709,CUST01200,P0007,South,0,1141.25,169.48,03-03-2025,6,202.35
O25-005480,CUST01188,P0029,South,0.16,675.84,14.61,04-10-2025,3,268.19
O25-007939,CUST01195,P0035,West,0.09,7.08,1.21,17-04-2025,2,3.89
O25-001915,CUST01490,P0028,West,0.02,1793.11,86.15,27-10-2025,5,365.94
O25-001110,CUST01406,P0025,West,0.09,3334.89,165.61,11-04-2025,7,523.53
O25-000053,CUST00281,P0048,South,0.4,6.66,0.14,02-01-2025,5,2.22
O25-000947,CUST01339,P0013,West,0.27,47.61,7.45,18-06-2025,3,21.74
O25-008157,CUST00053,P0034,South,0.3,35.49,1.13,19-03-2025,5,10.14
O25-004362,CUST00079,P0031,South,0.4,1801.73,-55.3,24-11-2025,11,272.99
O25-009376,CUST01426,P0043,North,0.07,67.42,11.8,12-01-2025,2,36.25
O25-000286,CUST01156,P0038,East,0.06,13.62,2.39,06-03-2025,1,14.49
O25-000453,CUST00385,P0041,East,0.19,27.97,3.2,17-05-2025,1,34.53
O25-002329,CUST01231,P0037,South,0.21,39.97,1.71,08-04-2025,4,12.65
O25-008135,CUST00340,P0028,West,0.04,2064.21,160.73,10-08-2025,6,358.37
O25-000873,CUST00813,P0003,South,0.12,5228.33,1028,05-08-2025,4,1485.32
O25-001592,CUST00080,P0010,West,0.11,81.59,9.88,23-06-2025,1,91.67
O25-009389,CUST00971,P0043,North,0.04,73.08,10.31,11-08-2025,2,38.06
O25-000621,CUST00556,P0014,East,0.08,37.89,9.07,30-04-2025,1,41.19
O25-001163,CUST00427,P0034,East,0.1,17.86,2.85,25-06-2025,2,9.92
O25-001442,CUST00055,P0023,North,0.2,210.33,10.76,29-09-2025,1,262.91
O25-000067,CUST00029,P0012,North,0.15,48.99,10.02,05-07-2025,3,19.21176471
O25-004776,CUST00202,P0014,South,0.09,111.3,21,24-07-2025,3,40.76923077
O25-009196,CUST00970,P0018,West,0.01,434.98,27.4,03-08-2025,1,439.37
O25-008237,CUST00833,P0006,South,0.4,232.58,13.47,30-05-2025,1,387.63
O25-009026,CUST00205,P0045,South,0.2,2.12,0.11,10-08-2025,1,2.65
O25-001422,CUST01298,P0047,East,0.32,6.49,0.41,27-09-2025,1,9.55
O25-006998,CUST00810,P0037,North,0.16,20.73,1.81,04-12-2025,2,12.34
O25-000129,CUST01166,P0026,North,0.26,1330.28,72.03,16-02-2025,4,449.42
O25-003301,CUST00582,P0009,East,0,145.14,39.3,07-11-2025,6,24.19
O25-005286,CUST00909,P0010,South,0.29,264.15,28.63,01-12-2025,4,93.01
O25-005273,CUST00743,P0013,West,0.12,17.93,3.3,05-06-2025,1,20.38
O25-008931,CUST00392,P0045,South,0.12,2.28,0.15,31-10-2025,1,2.59
O25-009340,CUST00181,P0001,East,0.08,3223.02,734.65,03-11-2025,3,1167.76
O25-009689,CUST00410,P0011,North,0.06,160.29,31.32,18-05-2025,2,85.26
O25-004401,CUST00121,P0034,East,0.04,51.65,8.42,17-12-2025,5,10.76
O25-005193,CUST00721,P0012,North,0.21,248.88,53.18,16-02-2025,16,19.69
O25-002951,CUST00399,P0031,West,0.02,2366.94,210.23,18-09-2025,9,268.36
O25-008265,CUST01411,P0045,East,0.06,2.58,0.5,09-06-2025,1,2.75
O25-003546,CUST00377,P0040,East,0.39,26.08,1.42,15-07-2025,3,14.25
O25-005581,CUST00437,P0022,North,0.03,665.54,68.99,18-03-2025,1,686.12
O25-007209,CUST00415,P0022,East,0.07,3838.59,464.82,29-07-2025,6,687.92
O25-006825,CUST00271,P0011,South,0.29,731.36,78.59,11-01-2025,12,85.84
O25-009243,CUST00501,P0011,West,0.1,720.74,148.83,23-05-2025,9,88.98
O25-001298,CUST00456,P0004,South,0.16,5450.29,863.04,18-08-2025,7,926.92
O25-000356,CUST00159,P0033,South,0.19,53.58,1.68,31-12-2025,5,13.23
O25-000442,CUST00052,P0024,North,0.1,2898.14,273.89,16-09-2025,5,644.03
O25-001243,CUST00618,P0005,West,0,1288.19,212.74,13-04-2025,4,441.16
O25-000878,CUST00426,P0007,North,0.04,2590.85,663.36,26-04-2025,13,207.6
O25-006151,CUST01162,P0031,North,0.14,942.84,75.48,07-11-2025,4,274.08
O25-001236,CUST00272,P0018,East,0.12,763.45,63.68,11-05-2025,2,433.78
O25-000633,CUST01287,P0015,East,0.14,91.47,16.3,21-11-2025,2,53.18023256
O25-007223,CUST00855,P0030,North,0.11,91.21,9.12,27-11-2025,1,102.48
O25-003624,CUST00900,P0044,East,0.05,27.85,2.6,17-05-2025,2,14.66
O25-007842,CUST00958,P0005,North,0.22,1327.87,269.39,03-07-2025,4,425.6
O25-003002,CUST00027,P0045,North,0.05,7.78,1.07,31-08-2025,3,2.73
O25-000260,CUST00168,P0046,West,0.26,4.11,-0.06,21-12-2025,2,2.78
O25-002297,CUST00664,P0047,North,0.01,29.58,5.22,27-07-2025,3,9.96
O25-001881,CUST00333,P0003,East,0.1,3634.96,1036.31,22-03-2025,3,1346.28
O25-004189,CUST00575,P0042,South,0.17,93.26,6.39,23-09-2025,4,28.09
O25-005227,CUST00606,P0011,East,0.06,403.92,89.87,18-03-2025,5,85.94
O25-001572,CUST00051,P0022,North,0.04,3233.66,292.66,18-04-2025,5,673.68
O25-000576,CUST00547,P0022,North,0.16,5119.86,167.26,17-07-2025,9,677.23
O25-008627,CUST01181,P0017,West,0.09,166.83,1.61,01-08-2025,1,183.33
O25-005216,CUST01054,P0016,East,0.08,58.26,10.86,21-04-2025,1,63.33
O25-009572,CUST00751,P0036,East,0.16,66.96,6.62,28-03-2025,4,19.93
O25-001426,CUST00071,P0001,West,0.29,10848.76,1470.66,13-11-2025,13,1175.38
O25-004908,CUST00032,P0028,North,0.14,309.38,4.45,18-12-2025,1,359.74
O25-007789,CUST00239,P0019,North,0.18,342.69,5.92,23-08-2025,1,417.92
O25-002826,CUST00835,P0018,South,0.24,339.53,-16.89,20-10-2025,1,446.75
O25-002880,CUST01106,P0003,East,0.11,10955.12,2513.85,29-04-2025,9,1367.68
O25-003956,CUST00147,P0018,East,0.16,2721.94,200.45,05-11-2025,8,405.05
O25-007847,CUST01381,P0021,South,0.17,1605.53,69.28,11-08-2025,9,214.93
O25-007088,CUST00238,P0027,West,0.14,91.51,4.14,18-01-2025,1,106.41
O25-006173,CUST00994,P0002,North,0.22,1225.6,197.78,08-04-2025,3,523.76
O25-005100,CUST00330,P0002,West,0.17,443.73,65.12,21-12-2025,1,534.6144578
O25-000385,CUST00239,P0029,South,0.28,1220.31,-6.21,30-07-2025,6,282.48
O25-009175,CUST00532,P0006,North,0.09,2048.76,432.37,19-10-2025,6,375.23
O25-004090,CUST00241,P0033,North,0.15,33.2,4.37,31-05-2025,3,13.02
O25-007639,CUST00839,P0007,West,0.4,393.07,29.53,19-09-2025,3,218.37
O25-004601,CUST01038,P0032,North,0.34,529.86,4.51,18-12-2025,2,401.41
O25-007000,CUST01212,P0008,East,0.17,2282.33,444.28,02-12-2025,5,549.96
O25-001340,CUST00956,P0005,North,0.31,1574.17,259.24,24-02-2025,5,456.28
O25-002006,CUST00818,P0004,East,0.16,764.32,125.22,11-01-2025,1,909.9
O25-008910,CUST01015,P0040,North,0.16,12.05,1.75,20-11-2025,1,14.35
O25-008468,CUST00012,P0003,West,0.04,2685,591.1,25-06-2025,2,1398.44
O25-009469,CUST00657,P0043,East,0.11,91.87,16.76,01-07-2025,3,34.41
O25-001522,CUST00624,P0029,South,0.23,1971.65,7.77,26-07-2025,9,284.51
O25-008140,CUST00068,P0014,North,0.22,157.4,24.98,22-06-2025,5,40.36
O25-009603,CUST00268,P0006,East,0.15,324.59,64.09,31-12-2025,1,381.87
O25-002068,CUST00189,P0048,East,0.11,1.99,0.28,12-06-2025,1,2.24
O25-006718,CUST00316,P0019,East,0.04,1149.98,120.63,10-05-2025,3,399.3
O25-002714,CUST00942,P0007,East,0.15,364.96,66.73,05-08-2025,2,214.68
O25-002402,CUST01264,P0047,East,0.12,8.71,1.49,23-10-2025,1,9.9
O25-004751,CUST00563,P0040,South,0.12,24.9,2.28,15-08-2025,2,14.15
O25-001666,CUST00839,P0011,West,0.2,73.46,10.87,22-08-2025,1,91.83
O25-005024,CUST00210,P0020,West,0.07,212.76,13.82,26-10-2025,1,228.77
O25-007977,CUST01404,P0001,North,0.03,3447.71,857.26,15-12-2025,3,1184.78
O25-003762,CUST00220,P0033,South,0.4,47.99,-1,05-11-2025,6,13.33
O25-001049,CUST00405,P0027,South,0.35,324.87,-25.42,28-09-2025,5,99.96
O25-005918,CUST00998,P0014,East,0.04,295.14,67.06,27-04-2025,8,38.43
O25-003273,CUST01111,P0030,East,0.33,192.62,6.93,10-11-2025,3,95.83
O25-006886,CUST00970,P0046,East,0.13,19.98,2.27,14-11-2025,8,2.87
O25-008318,CUST00997,P0001,West,0.11,7524.84,1519.24,08-01-2025,7,1207.84
O25-009089,CUST00219,P0011,North,0.15,147.1,25.38,13-01-2025,2,86.53
O25-002306,CUST00349,P0010,West,0.12,337.67,65.44,18-05-2025,4,95.93
O25-007429,CUST01451,P0048,South,0.11,3.67,0.24,22-06-2025,2,2.06
O25-004674,CUST00161,P0027,West,0.08,185.18,8.69,18-08-2025,2,100.64
O25-004470,CUST01365,P0001,East,0.11,1017.55,219.55,06-11-2025,1,1143.31
O25-009686,CUST00618,P0036,West,0.11,52.23,7.65,21-10-2025,3,19.56
O25-000408,CUST01296,P0011,South,0.11,467.36,73.2,03-09-2025,6,87.52
O25-003449,CUST01336,P0013,East,0.08,36.74,9.17,02-06-2025,2,19.97
O25-005960,CUST01161,P0024,East,0.24,481.82,16.63,14-06-2025,1,633.98
O25-001205,CUST01072,P0009,East,0.07,132.97,36.68,26-12-2025,6,23.83
O25-004647,CUST00798,P0026,West,0.36,2610.84,-82.69,25-07-2025,9,453.27
O25-004977,CUST00196,P0003,North,0.29,2993.95,517.04,18-05-2025,3,1405.61
O25-002850,CUST00970,P0012,South,0.05,18.07,3.47,21-03-2025,1,19.02
O25-004268,CUST00531,P0046,North,0.1,23.41,2.56,01-06-2025,9,2.89
O25-008617,CUST00868,P0001,East,0.15,4168.13,910.58,23-03-2025,4,1225.92
O25-005398,CUST01486,P0013,North,0.2,48.77,9.41,27-07-2025,3,20.32
O25-002670,CUST00067,P0007,North,0.11,932.59,180.31,23-03-2025,5,209.57
O25-005956,CUST01268,P0046,West,0.35,3.95,0.06,27-09-2025,2,3.038461538
O25-007386,CUST00803,P0028,South,0.4,422.9,-19.14,04-11-2025,2,352.42
O25-000313,CUST00979,P0008,West,0.19,2249.82,394.9,13-06-2025,5,555.51
O25-007814,CUST00611,P0047,South,0.12,60.74,6,27-06-2025,7,9.86
O25-004664,CUST01126,P0004,South,0.16,4012.55,614.07,07-10-2025,5,955.37
O25-009685,CUST00712,P0017,North,0.08,485.57,39.35,09-12-2025,3,175.93
O25-003380,CUST00987,P0003,East,0.14,1273.24,284.37,10-05-2025,1,1480.51
O25-001663,CUST01289,P0011,West,0.09,78.43,15.54,02-04-2025,1,86.19
O25-007743,CUST00375,P0012,South,0.21,15.48,1.95,08-11-2025,1,19.59
O25-007701,CUST01109,P0006,North,0.12,1010.78,211.25,14-03-2025,3,382.87
O25-003171,CUST01095,P0021,East,0.26,157.78,0.67,23-11-2025,1,213.22
O25-001913,CUST01372,P0005,North,0.2,2807.94,550.99,15-04-2025,8,438.740625
O25-005873,CUST01040,P0015,East,0.4,166.92,23.5,17-06-2025,5,55.64
O25-000192,CUST00040,P0038,North,0.08,25.34,2.83,28-10-2025,2,13.77
O25-007193,CUST00202,P0029,West,0.18,470.71,16.18,23-02-2025,2,287.02
O25-005385,CUST00723,P0014,North,0.17,66.55,12.91,26-01-2025,2,40.09
O25-009653,CUST00156,P0028,South,0.33,746.43,-41.5,13-04-2025,3,371.36
O25-007611,CUST01126,P0004,North,0.33,1259.67,153.93,27-10-2025,2,940.05
O25-001122,CUST00344,P0025,East,0.04,5042.3,628.78,16-07-2025,10,525.24
O25-000634,CUST00308,P0035,South,0.15,39.78,2.09,27-01-2025,12,3.9
O25-005019,CUST00338,P0042,East,0.1,23.26,2.36,23-12-2025,1,25.84
O25-005934,CUST00035,P0026,North,0.35,560.77,-28.37,18-06-2025,2,431.36
O25-001870,CUST01221,P0037,North,0.1,22.77,3.54,25-03-2025,2,12.65
O25-004882,CUST00233,P0038,North,0.26,51.13,5.39,13-11-2025,5,13.82
O25-007672,CUST00369,P0023,North,0.21,858.89,25.72,17-07-2025,4,271.8
O25-002966,CUST00335,P0044,North,0.23,34.79,3.17,31-07-2025,3,15.06
O25-000655,CUST00395,P0007,West,0.22,489.11,79.51,27-08-2025,3,209.02
O25-005669,CUST00034,P0026,East,0.13,1504.54,118.44,11-12-2025,4,432.34
O25-009379,CUST00537,P0005,North,0.05,2986.78,574.56,29-04-2025,7,449.14
O25-008773,CUST00564,P0028,North,0.06,1031.89,88.35,28-10-2025,3,365.92
O25-004939,CUST01132,P0011,East,0.24,131.36,23.81,05-03-2025,2,86.42
O25-000952,CUST01276,P0010,East,0.1,233.09,56.85,11-05-2025,3,86.33
O25-008130,CUST01154,P0006,North,0.16,312.75,64.67,28-02-2025,1,372.32
O25-006242,CUST00885,P0032,West,0.1,737.32,39.92,24-01-2025,2,409.62
O25-003037,CUST01160,P0034,North,0.06,48.83,6.83,17-06-2025,5,10.39
O25-005527,CUST01313,P0004,South,0.19,3037.18,263.37,28-02-2025,4,937.4
O25-009357,CUST00752,P0010,East,0.4,109.73,13.15,27-05-2025,2,91.44
O25-000425,CUST01348,P0045,West,0.09,2.42,0.28,08-10-2025,1,2.66
O25-004739,CUST00848,P0018,East,0.24,644.36,10,01-02-2025,2,423.92
O25-003643,CUST00231,P0002,South,0.13,3738.7,632.82,24-12-2025,8,537.17
O25-003583,CUST01198,P0048,South,0.2,6.27,0.51,27-04-2025,4,1.96
O25-008623,CUST01048,P0030,South,0.16,81.14,-0.63,13-06-2025,1,96.59
O25-000279,CUST00229,P0035,West,0.21,6.23,0.4,20-07-2025,2,3.943037975
O25-001836,CUST00288,P0016,East,0.16,176.07,27.55,27-12-2025,3,69.87
O25-004149,CUST01175,P0047,West,0.09,26.51,2.73,09-04-2025,3,9.71
O25-006391,CUST00820,P0012,West,0.34,11.63,1.28,31-07-2025,1,17.62
O25-009499,CUST01327,P0042,West,0.15,121.25,11.49,04-02-2025,5,28.53
O25-001646,CUST00240,P0007,East,0.19,348.25,75.27,30-01-2025,2,214.97
O25-007007,CUST01304,P0040,East,0.14,51.19,5.93,21-12-2025,4,14.88
O25-005795,CUST00344,P0040,East,0.11,48.77,7.14,03-02-2025,4,13.7
O25-008803,CUST01046,P0006,East,0.04,3040.59,641.01,20-04-2025,8,395.91
O25-000195,CUST01132,P0031,East,0.06,498.09,78.89,10-05-2025,2,264.94
O25-005396,CUST00749,P0040,East,0,29.62,5.57,02-05-2025,2,14.81
O25-009714,CUST00653,P0019,East,0.02,1204.19,146.6,22-01-2025,3,409.59
O25-002637,CUST01268,P0006,East,0.11,953.54,211.52,01-12-2025,3,357.13
O25-006779,CUST00972,P0012,North,0.03,35.11,8.47,11-03-2025,2,18.1
O25-005402,CUST00666,P0017,North,0.15,636.45,60.37,17-01-2025,4,187.19
O25-006939,CUST01085,P0045,North,0.01,15.92,2.99,27-12-2025,6,2.68
O25-004817,CUST00535,P0001,South,0.16,2992.35,578.83,08-11-2025,3,1187.44
O25-009874,CUST00867,P0035,East,0.1,11.31,1.69,17-03-2025,3,4.19
O25-003723,CUST00266,P0003,South,0.16,3620.38,595.18,01-06-2025,3,1436.66
O25-001102,CUST01190,P0014,South,0.11,106.43,19.05,29-04-2025,3,39.86
O25-006527,CUST00031,P0003,East,0.09,6502.95,1606.7,11-11-2025,5,1429.22
O25-002171,CUST01015,P0036,West,0.22,129.17,4.41,14-12-2025,9,18.4
O25-002026,CUST00387,P0024,North,0.17,1056.27,77.17,26-04-2025,2,636.31
O25-004343,CUST01500,P0034,North,0.13,17,1.18,02-06-2025,2,9.770114943
O25-003689,CUST00279,P0031,West,0.16,2502.84,133.37,28-11-2025,11,270.87
O25-006041,CUST01141,P0025,South,0.06,508.42,33.96,09-12-2025,1,540.87
O25-009958,CUST00872,P0016,North,0,195.33,51.39,01-08-2025,3,65.11
O25-008579,CUST00381,P0046,East,0.15,7.47,0.58,12-06-2025,3,2.93
O25-004799,CUST00270,P0027,North,0.17,261.47,13.15,20-06-2025,3,105.01
O25-001337,CUST00671,P0025,East,0.2,411.07,21.52,18-05-2025,1,513.84
